class_name,repo,file_path,n_methods,Logical Lines,Distinct Operators,Distinct Operands,Total Operators,Total Operands,Cyclomatic Complexity,project,label_god_class,label_data_class,label_long_method,label_feature_envy
DescendingOrder,clean_projects,/content/student_repos/clean_projects/DescendingOrder.java,1,24,9,11,75,112,5,DescendingOrder.java,0,0,0,0
FlipCoin,clean_projects,/content/student_repos/clean_projects/FlipCoin.java,3,19,7,9,52,79,2,FlipCoin.java,0,0,0,0
AppletAnalogClock,clean_projects,/content/student_repos/clean_projects/AppletAnalogClock.java,7,77,16,20,258,386,6,AppletAnalogClock.java,0,0,1,0
Challenge,clean_projects,/content/student_repos/clean_projects/Challenge.java,3,42,11,14,122,184,3,Challenge.java,0,0,0,0
dateTime3524,clean_projects,/content/student_repos/clean_projects/dateTime3524.java,1,10,6,7,36,53,1,dateTime3524.java,0,0,0,0
bankingSystem,clean_projects,/content/student_repos/clean_projects/bankingSystem.java,4,75,13,16,171,257,8,bankingSystem.java,0,0,0,0
addressbook,clean_projects,/content/student_repos/clean_projects/addressbook.java,6,71,13,16,168,252,11,addressbook.java,0,0,0,0
login-log,clean_projects,/content/student_repos/clean_projects/login-log.java,12,36,7,9,50,76,1,login-log.java,0,1,0,0
TowerOfHanoi,clean_projects,/content/student_repos/clean_projects/TowerOfHanoi.java,3,20,8,10,62,92,2,TowerOfHanoi.java,0,0,0,0
currencyconvert,clean_projects,/content/student_repos/clean_projects/currencyconvert.java,2,42,11,14,123,185,6,currencyconvert.java,0,0,0,0
Currency Converter,clean_projects,/content/student_repos/clean_projects/Currency Converter.java,6,71,13,16,174,262,1,Currency Converter.java,0,0,0,0
helloWorld3524,clean_projects,/content/student_repos/clean_projects/helloWorld3524.java,1,7,5,7,28,43,1,helloWorld3524.java,0,0,0,0
Task List Application,clean_projects,/content/student_repos/clean_projects/Task List Application.java,11,92,15,18,222,332,7,Task List Application.java,0,0,1,0
SieveOfEratosthenes,clean_projects,/content/student_repos/clean_projects/SieveOfEratosthenes.java,1,20,7,9,53,79,7,SieveOfEratosthenes.java,0,0,1,0
SortingAlgos,clean_projects,/content/student_repos/clean_projects/SortingAlgos.java,17,285,30,36,885,1328,12,SortingAlgos.java,0,0,0,0
Count,clean_projects,/content/student_repos/clean_projects/Count.java,1,26,9,11,77,116,16,Count.java,0,0,0,0
ContohForLoop,clean_projects,/content/student_repos/clean_projects/ContohForLoop.java,1,104,19,23,345,517,31,ContohForLoop.java,0,0,0,0
User_defined_exception,clean_projects,/content/student_repos/clean_projects/User_defined_exception.java,3,20,7,8,43,65,2,User_defined_exception.java,0,0,0,0
StringArray,clean_projects,/content/student_repos/clean_projects/StringArray.java,1,17,6,8,38,58,3,StringArray.java,0,0,0,0
LinkedList,clean_projects,/content/student_repos/clean_projects/LinkedList.java,1,27,10,12,103,154,1,LinkedList.java,0,0,0,0
Bank,clean_projects,/content/student_repos/clean_projects/Bank.java,5,101,16,19,242,363,7,Bank.java,0,0,1,0
matrix_multiplication,clean_projects,/content/student_repos/clean_projects/matrix_multiplication.java,2,26,11,13,112,168,4,matrix_multiplication.java,0,0,0,0
MedianOfTwoSortedArrays,clean_projects,/content/student_repos/clean_projects/MedianOfTwoSortedArrays.java,1,32,9,11,83,124,7,MedianOfTwoSortedArrays.java,0,0,0,0
bowling-game,clean_projects,/content/student_repos/clean_projects/bowling-game.java,4,31,10,12,94,141,3,bowling-game.java,0,0,1,0
tower_of_hanoi,clean_projects,/content/student_repos/clean_projects/tower_of_hanoi.java,2,12,6,8,42,64,2,tower_of_hanoi.java,0,0,0,0
Calculator,clean_projects,/content/student_repos/clean_projects/Calculator.java,1,33,9,12,89,134,5,Calculator.java,0,0,0,0
AES,clean_projects,/content/student_repos/clean_projects/AES.java,3,50,14,17,184,276,2,AES.java,0,0,0,0
Motorcycle,clean_projects,/content/student_repos/clean_projects/Motorcycle.java,3,30,8,10,68,102,2,Motorcycle.java,0,0,0,0
MaxMinMean,clean_projects,/content/student_repos/clean_projects/MaxMinMean.java,1,33,11,14,123,184,8,MaxMinMean.java,0,0,0,0
pat,clean_projects,/content/student_repos/clean_projects/pat.java,2,21,7,9,54,82,5,pat.java,0,0,1,0
Bfs,clean_projects,/content/student_repos/clean_projects/Bfs.java,3,36,11,14,122,184,5,Bfs.java,0,0,0,0
Binary_Search,clean_projects,/content/student_repos/clean_projects/Binary_Search.java,2,27,8,10,72,108,4,Binary_Search.java,0,0,0,0
passcode,clean_projects,/content/student_repos/clean_projects/passcode.java,2,15,7,8,47,70,2,passcode.java,0,0,0,0
BInSearchCirSorArray,clean_projects,/content/student_repos/clean_projects/BInSearchCirSorArray.java,2,23,9,11,82,122,9,BInSearchCirSorArray.java,0,0,1,0
hox,clean_projects,/content/student_repos/clean_projects/hox.java,1,20,8,9,57,85,4,hox.java,0,0,1,0
randomPasswordGenerator,clean_projects,/content/student_repos/clean_projects/randomPasswordGenerator.java,2,17,7,9,53,80,1,randomPasswordGenerator.java,0,0,0,0
creating_class_and_object_of_a_class,clean_projects,/content/student_repos/clean_projects/creating_class_and_object_of_a_class.java,6,27,7,8,47,70,1,creating_class_and_object_of_a_class.java,0,0,0,0
LotteryPrinter,clean_projects,/content/student_repos/clean_projects/LotteryPrinter.java,1,8,5,7,30,46,2,LotteryPrinter.java,0,0,0,0
PrintTicket1,clean_projects,/content/student_repos/clean_projects/PrintTicket1.java,1,68,17,20,276,415,1,PrintTicket1.java,0,0,0,0
Nqueen,clean_projects,/content/student_repos/clean_projects/Nqueen.java,5,58,13,16,166,248,9,Nqueen.java,0,0,1,0
blabla,clean_projects,/content/student_repos/clean_projects/blabla.java,5,48,10,12,98,148,5,blabla.java,0,0,0,0
Thermometer,clean_projects,/content/student_repos/clean_projects/Thermometer.java,5,22,8,9,57,85,2,Thermometer.java,0,0,0,0
MatrixAddition,clean_projects,/content/student_repos/clean_projects/MatrixAddition.java,2,36,11,13,116,175,3,MatrixAddition.java,0,0,0,0
ConnectPlayer,clean_projects,/content/student_repos/clean_projects/ConnectPlayer.java,0,2,1,1,0,1,1,ConnectPlayer.java,0,0,0,0
BSTVisualization,clean_projects,/content/student_repos/clean_projects/BSTVisualization.java,23,375,35,42,1196,1795,17,BSTVisualization.java,0,0,1,1
attendance_percent,clean_projects,/content/student_repos/clean_projects/attendance_percent.java,1,11,7,8,44,66,3,attendance_percent.java,0,0,0,0
pattern2,clean_projects,/content/student_repos/clean_projects/pattern2.java,2,15,6,7,32,48,3,pattern2.java,0,0,0,0
javaCalculator,clean_projects,/content/student_repos/clean_projects/javaCalculator.java,14,221,26,32,682,1023,13,javaCalculator.java,0,0,1,0
FibonacciRunner,clean_projects,/content/student_repos/clean_projects/FibonacciRunner.java,1,10,6,7,32,49,2,FibonacciRunner.java,0,0,0,0
Pile,clean_projects,/content/student_repos/clean_projects/Pile.java,3,9,4,5,18,27,1,Pile.java,0,0,0,0
bagoesjav,clean_projects,/content/student_repos/clean_projects/bagoesjav.java,1,6,5,6,22,32,1,bagoesjav.java,0,0,0,0
puzzleGame,clean_projects,/content/student_repos/clean_projects/puzzleGame.java,3,168,23,28,537,805,43,puzzleGame.java,0,0,1,0
todoapp,clean_projects,/content/student_repos/clean_projects/todoapp.java,6,64,13,16,162,242,6,todoapp.java,0,0,0,0
Merge_Two_Sorted_Linked_List,clean_projects,/content/student_repos/clean_projects/Merge_Two_Sorted_Linked_List.java,1,22,7,9,49,74,8,Merge_Two_Sorted_Linked_List.java,0,0,1,0
array,clean_projects,/content/student_repos/clean_projects/array.java,1,4,4,5,14,22,1,array.java,0,0,0,0
CArray,clean_projects,/content/student_repos/clean_projects/CArray.java,3,42,11,13,111,166,3,CArray.java,0,0,1,0
DescendingOrderTest,clean_projects,/content/student_repos/clean_projects/DescendingOrderTest.java,1,3,3,4,9,14,1,DescendingOrderTest.java,0,0,0,0
binToDec,clean_projects,/content/student_repos/clean_projects/binToDec.java,2,17,7,8,45,67,2,binToDec.java,0,0,0,0
ColorCodeConverter,clean_projects,/content/student_repos/clean_projects/ColorCodeConverter.java,3,42,12,14,136,204,3,ColorCodeConverter.java,0,0,0,0
MadLibsGame,clean_projects,/content/student_repos/clean_projects/MadLibsGame.java,1,24,8,10,70,104,1,MadLibsGame.java,0,0,0,0
stock_management,clean_projects,/content/student_repos/clean_projects/stock_management.java,7,81,14,17,189,283,10,stock_management.java,0,0,0,0
EmptyFrameViewer,clean_projects,/content/student_repos/clean_projects/EmptyFrameViewer.java,1,7,4,5,20,29,1,EmptyFrameViewer.java,0,0,0,0
assign_formating numbers,clean_projects,/content/student_repos/clean_projects/assign_formating numbers.java,1,5,4,5,15,22,1,assign_formating numbers.java,0,0,0,0
Abstraction & Interfaces,clean_projects,/content/student_repos/clean_projects/Abstraction & Interfaces.java,6,30,9,11,77,116,2,Abstraction & Interfaces.java,0,0,0,0
factorial,clean_projects,/content/student_repos/clean_projects/factorial.java,1,12,6,7,31,46,2,factorial.java,0,0,0,0
connection_mysql,clean_projects,/content/student_repos/clean_projects/connection_mysql.java,1,16,7,8,45,68,3,connection_mysql.java,0,0,0,0
Disarium,clean_projects,/content/student_repos/clean_projects/Disarium.java,5,46,9,11,81,121,2,Disarium.java,0,0,1,0
RandomNumber,clean_projects,/content/student_repos/clean_projects/RandomNumber.java,1,12,5,7,30,46,2,RandomNumber.java,0,0,0,0
clockapplet,clean_projects,/content/student_repos/clean_projects/clockapplet.java,7,77,16,20,258,386,6,clockapplet.java,0,0,1,0
monthDays3524,clean_projects,/content/student_repos/clean_projects/monthDays3524.java,1,33,10,12,96,145,18,monthDays3524.java,0,0,0,0
triangle,clean_projects,/content/student_repos/clean_projects/triangle.java,2,20,7,8,43,65,4,triangle.java,0,0,1,0
MedicalStore,clean_projects,/content/student_repos/clean_projects/MedicalStore.java,12,81,14,18,205,308,5,MedicalStore.java,0,0,1,0
Bubblesort,clean_projects,/content/student_repos/clean_projects/Bubblesort.java,2,16,8,10,61,92,4,Bubblesort.java,0,0,0,0
loading-annimation,clean_projects,/content/student_repos/clean_projects/loading-annimation.java,1,21,8,10,62,93,5,loading-annimation.java,0,0,0,0
passwordgenerator 2,clean_projects,/content/student_repos/clean_projects/passwordgenerator 2.java,2,22,7,9,55,82,2,passwordgenerator 2.java,0,0,0,0
javaconnectmysql,clean_projects,/content/student_repos/clean_projects/javaconnectmysql.java,3,28,9,11,82,123,3,javaconnectmysql.java,0,0,0,0
kereh,clean_projects,/content/student_repos/clean_projects/kereh.java,1,5,4,5,15,22,2,kereh.java,0,0,0,0
A,clean_projects,/content/student_repos/clean_projects/A.java,3,15,5,6,26,40,1,A.java,0,0,0,0
recursiveFactorial,clean_projects,/content/student_repos/clean_projects/recursiveFactorial.java,2,15,6,7,37,55,2,recursiveFactorial.java,0,0,0,0
tempConverter,clean_projects,/content/student_repos/clean_projects/tempConverter.java,1,13,7,8,47,70,2,tempConverter.java,0,0,0,0
Project,clean_projects,/content/student_repos/clean_projects/Project.java,1,26,9,10,73,109,11,Project.java,0,0,0,0
CompoundInterestCalculator,clean_projects,/content/student_repos/clean_projects/CompoundInterestCalculator.java,1,19,8,9,57,86,1,CompoundInterestCalculator.java,0,0,0,0
RectangleComponent,clean_projects,/content/student_repos/clean_projects/RectangleComponent.java,1,7,5,6,21,32,1,RectangleComponent.java,0,0,0,0
RockpaperScissorgame,clean_projects,/content/student_repos/clean_projects/RockpaperScissorgame.java,1,22,8,10,72,109,10,RockpaperScissorgame.java,0,0,0,0
Circular_queue,clean_projects,/content/student_repos/clean_projects/Circular_queue.java,7,55,11,13,116,173,3,Circular_queue.java,0,0,1,0
InternationalFlight,clean_projects,/content/student_repos/clean_projects/InternationalFlight.java,6,238,28,34,764,1146,16,InternationalFlight.java,0,0,0,1
SudokuSolver,clean_projects,/content/student_repos/clean_projects/SudokuSolver.java,4,95,18,22,318,478,9,SudokuSolver.java,0,0,1,0
weather_app,clean_projects,/content/student_repos/clean_projects/weather_app.java,1,25,9,11,86,128,5,weather_app.java,0,0,0,0
puzzle-game,clean_projects,/content/student_repos/clean_projects/puzzle-game.java,24,619,39,47,1490,2235,3,puzzle-game.java,0,0,0,0
helloworld,clean_projects,/content/student_repos/clean_projects/helloworld.java,1,4,3,4,11,16,1,helloworld.java,0,0,0,0
CandyVendor,clean_projects,/content/student_repos/clean_projects/CandyVendor.java,4,42,10,12,98,147,4,CandyVendor.java,0,0,0,0
ReverseLinkedList,clean_projects,/content/student_repos/clean_projects/ReverseLinkedList.java,3,29,9,11,76,115,2,ReverseLinkedList.java,0,0,0,0
swingIpFInder,clean_projects,/content/student_repos/clean_projects/swingIpFInder.java,3,29,9,11,77,116,2,swingIpFInder.java,0,0,0,0
one,clean_projects,/content/student_repos/clean_projects/one.java,1,21,8,9,59,89,4,one.java,0,0,0,0
DijkstraUse,clean_projects,/content/student_repos/clean_projects/DijkstraUse.java,5,52,14,18,206,309,7,DijkstraUse.java,0,0,0,0
Hangmangame,clean_projects,/content/student_repos/clean_projects/Hangmangame.java,4,48,12,14,136,203,6,Hangmangame.java,0,0,0,0
Java collect,clean_projects,/content/student_repos/clean_projects/Java collect.java,1,11,6,8,41,62,3,Java collect.java,0,0,0,0
hangman,clean_projects,/content/student_repos/clean_projects/hangman.java,1,47,12,14,136,205,10,hangman.java,0,0,0,0
enumerations,clean_projects,/content/student_repos/clean_projects/enumerations.java,1,4,3,4,11,16,1,enumerations.java,0,0,0,0
code,clean_projects,/content/student_repos/clean_projects/code.java,2,21,7,9,54,82,5,code.java,0,0,1,0
Invest,clean_projects,/content/student_repos/clean_projects/Invest.java,1,23,8,10,62,94,2,Invest.java,0,0,0,0
Break_a_palindrome,clean_projects,/content/student_repos/clean_projects/Break_a_palindrome.java,1,20,8,9,57,86,5,Break_a_palindrome.java,0,0,0,0
DynamicMethodDispatch,clean_projects,/content/student_repos/clean_projects/DynamicMethodDispatch.java,7,37,9,11,78,117,1,DynamicMethodDispatch.java,0,0,0,0
NotRandom,clean_projects,/content/student_repos/clean_projects/NotRandom.java,2,13,6,8,42,63,3,NotRandom.java,0,0,0,0
CompressToZip,clean_projects,/content/student_repos/clean_projects/CompressToZip.java,2,23,8,10,60,91,3,CompressToZip.java,0,0,0,0
flight_ticket,clean_projects,/content/student_repos/clean_projects/flight_ticket.java,4,32,10,12,94,142,1,flight_ticket.java,0,0,0,0
Radix Sorting Algo,clean_projects,/content/student_repos/clean_projects/Radix Sorting Algo.java,4,41,13,16,167,250,8,Radix Sorting Algo.java,0,0,0,0
MatrixTranspose,clean_projects,/content/student_repos/clean_projects/MatrixTranspose.java,1,29,10,13,105,157,7,MatrixTranspose.java,0,0,0,0
assign_random number from 0 to 99,clean_projects,/content/student_repos/clean_projects/assign_random number from 0 to 99.java,1,4,4,4,14,20,1,assign_random number from 0 to 99.java,0,0,0,0
ClimbingClubHarnessRecordSystem,clean_projects,/content/student_repos/clean_projects/ClimbingClubHarnessRecordSystem.java,1,80,15,19,228,343,13,ClimbingClubHarnessRecordSystem.java,0,0,0,0
RailFence,clean_projects,/content/student_repos/clean_projects/RailFence.java,3,66,14,18,207,310,6,RailFence.java,0,0,1,0
remove_duplicates_from_sorted_array,clean_projects,/content/student_repos/clean_projects/remove_duplicates_from_sorted_array.java,1,20,7,9,55,83,5,remove_duplicates_from_sorted_array.java,0,0,0,0
dataType3524,clean_projects,/content/student_repos/clean_projects/dataType3524.java,0,2,4,46,91,88,3,dataType3524.java,0,0,0,0
Verbalize3524,clean_projects,/content/student_repos/clean_projects/Verbalize3524.java,2,24,9,11,84,127,4,Verbalize3524.java,0,0,0,0
BMI_calculator,clean_projects,/content/student_repos/clean_projects/BMI_calculator.java,3,28,9,11,82,124,4,BMI_calculator.java,0,0,0,0
Containers,clean_projects,/content/student_repos/clean_projects/Containers.java,1,23,9,11,76,115,3,Containers.java,0,0,0,0
IdnPhoneNumber,clean_projects,/content/student_repos/clean_projects/IdnPhoneNumber.java,2,18,7,8,47,70,7,IdnPhoneNumber.java,0,0,0,0
car_assignment,clean_projects,/content/student_repos/clean_projects/car_assignment.java,9,41,9,11,83,124,1,car_assignment.java,0,0,0,0
isOddorEven,clean_projects,/content/student_repos/clean_projects/isOddorEven.java,2,24,7,9,55,83,2,isOddorEven.java,0,0,1,0
guessnumber,clean_projects,/content/student_repos/clean_projects/guessnumber.java,1,27,9,11,80,121,6,guessnumber.java,0,0,0,0
quicksort,clean_projects,/content/student_repos/clean_projects/quicksort.java,2,33,11,14,123,184,11,quicksort.java,0,0,1,0
assign_string methods,clean_projects,/content/student_repos/clean_projects/assign_string methods.java,1,12,7,9,55,82,1,assign_string methods.java,0,0,0,0
Double,clean_projects,/content/student_repos/clean_projects/Double.java,1,17,6,8,41,61,3,Double.java,0,0,0,0
Median_of_Two_Sorted_Arrays,clean_projects,/content/student_repos/clean_projects/Median_of_Two_Sorted_Arrays.java,1,21,8,10,70,105,4,Median_of_Two_Sorted_Arrays.java,0,0,0,0
AppletCom,clean_projects,/content/student_repos/clean_projects/AppletCom.java,2,11,5,7,28,43,1,AppletCom.java,0,0,0,0
wordcounter,clean_projects,/content/student_repos/clean_projects/wordcounter.java,6,68,15,18,228,342,4,wordcounter.java,0,0,0,1
buat_akunform,clean_projects,/content/student_repos/clean_projects/buat_akunform.java,1,43,13,16,165,248,9,buat_akunform.java,0,0,0,1
CircleGame,clean_projects,/content/student_repos/clean_projects/CircleGame.java,2,23,9,11,74,111,4,CircleGame.java,0,0,0,0
Host-checker,clean_projects,/content/student_repos/clean_projects/Host-checker.java,2,24,8,10,69,104,4,Host-checker.java,0,0,0,0
chargeCard,clean_projects,/content/student_repos/clean_projects/chargeCard.java,5,15,5,6,23,35,1,chargeCard.java,0,0,0,0
Letter,clean_projects,/content/student_repos/clean_projects/Letter.java,3,13,6,7,32,48,1,Letter.java,0,0,0,0
DataStructure,clean_projects,/content/student_repos/clean_projects/DataStructure.java,3,41,11,13,118,177,2,DataStructure.java,0,0,0,0
stockPortfolioTracker,clean_projects,/content/student_repos/clean_projects/stockPortfolioTracker.java,7,69,13,16,182,272,7,stockPortfolioTracker.java,0,0,1,0
HarnessRecords,clean_projects,/content/student_repos/clean_projects/HarnessRecords.java,0,2,1,1,0,1,1,HarnessRecords.java,0,0,0,0
